Num_Decreased_disease_Total,Num_Increased_disease_Total,Num_Decreased_disease_Butyrate_Producers,Num_Increased_disease_Butyrate_Producers,chi2,P_Val
3036,7764,478,186,671.6827574772602,4.301859210585492e-148
