Num_Decreased_disease_Total,Num_Increased_disease_Total,Num_Decreased_disease_Butyrate_Producers,Num_Increased_disease_Butyrate_Producers,chi2,P_Val
1719,11742,230,115,918.3603194432598,1.0012725685531044e-201
